Seconds,Score
21.0,0.9092580080032349
22.0,0.9061174392700195
26.0,0.9069712162017822
28.0,0.9070868492126465
29.0,0.9071931838989258
30.0,0.9035855531692505
31.0,0.9162486791610718
34.0,0.9079638719558716
35.0,0.9061514735221863
36.0,0.9306623935699463
37.0,0.9457796812057495
38.0,0.9219757318496704
40.0,0.9380824565887451
41.0,0.9496303796768188
42.0,0.9237746596336365
46.0,0.9026614427566528
47.0,0.9221528172492981
48.0,0.9294542074203491
49.0,0.9209255576133728
50.0,0.9471832513809204
51.0,0.9582267999649048
52.0,0.9622960090637207
53.0,0.9579064249992371
54.0,0.9546915888786316
63.0,0.9117158651351929
64.0,0.9306992888450623
65.0,0.9344644546508789
66.0,0.9507286548614502
67.0,0.9354881644248962
68.0,0.9370917081832886
69.0,0.9319308996200562
70.0,0.9378243684768677
71.0,0.9381887316703796
72.0,0.9452943801879883
73.0,0.9388958215713501
75.0,0.9099191427230835
76.0,0.938133180141449
77.0,0.903685450553894
78.0,0.9378968477249146
79.0,0.9469951391220093
80.0,0.9648139476776123
82.0,0.9195712208747864
84.0,0.9040737152099609
85.0,0.9331458806991577
86.0,0.91634202003479
87.0,0.9054011106491089
88.0,0.9451467394828796
89.0,0.9464473724365234
90.0,0.9688568115234375
91.0,0.9383682608604431
92.0,0.9422478079795837
93.0,0.9537479877471924
94.0,0.91993248462677
98.0,0.926439642906189
99.0,0.9014958739280701
106.0,0.9179481267929077
107.0,0.927129864692688
108.0,0.9013005495071411
132.0,0.9092684388160706
133.0,0.916222095489502
134.0,0.9060359597206116
135.0,0.9100230932235718
136.0,0.9153403639793396
137.0,0.9265170693397522
138.0,0.9065898656845093
180.0,0.9056731462478638
187.0,0.9057735204696655
188.0,0.9027982950210571
199.0,0.9219529628753662
200.0,0.9157544374465942
201.0,0.9260470271110535
257.0,0.9073258638381958
259.0,0.9214236736297607
260.0,0.9458115696907043
261.0,0.9646491408348083
262.0,0.9382795691490173
292.0,0.9001855850219727
293.0,0.9010221362113953
294.0,0.9043430089950562
295.0,0.9257194399833679
296.0,0.9406741261482239
297.0,0.9261254668235779
299.0,0.9220425486564636
300.0,0.9524667263031006
301.0,0.95646733045578
302.0,0.9550943374633789
303.0,0.9639691114425659
304.0,0.9388405084609985
305.0,0.9464414119720459
306.0,0.9396981000900269
307.0,0.9540525078773499
308.0,0.9597070813179016
309.0,0.9346205592155457
310.0,0.9144776463508606
311.0,0.9185913801193237
312.0,0.9227885603904724
313.0,0.9491202235221863
314.0,0.9540197849273682
315.0,0.9548252820968628
316.0,0.9480245113372803
317.0,0.9674291014671326
318.0,0.957205057144165
319.0,0.9575186371803284
320.0,0.9485908150672913
321.0,0.9257225394248962
322.0,0.9628234505653381
323.0,0.960647463798523
324.0,0.9635645151138306
325.0,0.9489521384239197
326.0,0.9507366418838501
327.0,0.9518184661865234
328.0,0.9365808963775635
329.0,0.9582498073577881
330.0,0.957565426826477
331.0,0.9516689777374268
332.0,0.9514188170433044
333.0,0.9520886540412903
334.0,0.9424324035644531
335.0,0.9458361864089966
338.0,0.9396634697914124
339.0,0.9469419717788696
340.0,0.9455978870391846
341.0,0.9605229496955872
342.0,0.9515547156333923
343.0,0.9541041851043701
344.0,0.9577808380126953
345.0,0.9524705410003662
346.0,0.9504408836364746
347.0,0.9391995668411255
348.0,0.9418608546257019
349.0,0.9684041738510132
350.0,0.9429296851158142
351.0,0.9681393504142761
352.0,0.9508394002914429
353.0,0.9371500015258789
354.0,0.9607183933258057
355.0,0.9167131185531616
362.0,0.9100446701049805
381.0,0.9148496389389038
382.0,0.923224151134491
383.0,0.904046893119812
396.0,0.913002073764801
398.0,0.9234828948974609
399.0,0.9196929335594177
417.0,0.9150910377502441
418.0,0.9276086091995239
421.0,0.9077767729759216
422.0,0.9201400279998779
423.0,0.9018751382827759
425.0,0.9091113805770874
426.0,0.9460778832435608
427.0,0.9487191438674927
428.0,0.931126594543457
437.0,0.9094008207321167
438.0,0.9193418622016907
439.0,0.9219769239425659
445.0,0.9172580242156982
446.0,0.9267275333404541
447.0,0.9247101545333862
450.0,0.9562275409698486
451.0,0.9382941126823425
452.0,0.9314725399017334
453.0,0.9302784204483032
454.0,0.930200457572937
455.0,0.9439660310745239
456.0,0.9421831965446472
457.0,0.9704135060310364
458.0,0.9277383685112
471.0,0.9040282368659973
481.0,0.9295123219490051
482.0,0.9493043422698975
483.0,0.9596529603004456
484.0,0.952491044998169
485.0,0.9457395076751709
486.0,0.9410902857780457
487.0,0.9457622766494751
488.0,0.9440661668777466
489.0,0.948260486125946
490.0,0.9387084245681763
491.0,0.937472939491272
492.0,0.940338134765625
493.0,0.9403241276741028
494.0,0.949040412902832
495.0,0.9428554773330688
496.0,0.9440158605575562
497.0,0.9575132131576538
498.0,0.9422379732131958
499.0,0.9379834532737732
500.0,0.9299657344818115
501.0,0.9327690601348877
502.0,0.9042904376983643
519.0,0.910670280456543
520.0,0.9100943803787231
521.0,0.908818781375885
533.0,0.9051459431648254
534.0,0.9008588790893555
535.0,0.9031504392623901
536.0,0.9218291640281677
537.0,0.9443307518959045
538.0,0.9546677470207214
539.0,0.9589235186576843
540.0,0.9436896443367004
541.0,0.9127180576324463
543.0,0.9215383529663086
544.0,0.9616696238517761
545.0,0.960616946220398
546.0,0.9617352485656738
547.0,0.9694679379463196
548.0,0.9580006003379822
549.0,0.9594353437423706
550.0,0.9644433259963989
551.0,0.9377661943435669
552.0,0.9510865807533264
553.0,0.9553378224372864
554.0,0.9659616947174072
555.0,0.9515311121940613
556.0,0.950935959815979
557.0,0.9112793207168579
562.0,0.9139735698699951
563.0,0.9319157600402832
564.0,0.9186093211174011
566.0,0.9083396792411804
573.0,0.9007968902587891
574.0,0.9211782217025757
575.0,0.9360252618789673
576.0,0.944991409778595
577.0,0.9431118369102478
578.0,0.9421288967132568
579.0,0.9336729049682617
580.0,0.903053343296051
582.0,0.918084979057312
583.0,0.9731847643852234
584.0,0.9587540626525879
585.0,0.9537136554718018
586.0,0.9679380059242249
587.0,0.9562090635299683
588.0,0.9555004835128784
589.0,0.9508013725280762
590.0,0.9571579694747925
591.0,0.9469865560531616
592.0,0.9417445659637451
593.0,0.9669830203056335
594.0,0.9607198238372803
595.0,0.9626036882400513
596.0,0.9578348398208618
597.0,0.9306336641311646
598.0,0.9426876306533813
599.0,0.9177908301353455
607.0,0.9139775633811951
625.0,0.9005857110023499
641.0,0.9063314199447632
642.0,0.9306747913360596
647.0,0.9264695048332214
648.0,0.9285599589347839
649.0,0.9504770636558533
650.0,0.9511535167694092
651.0,0.9502626657485962
652.0,0.9303250312805176
653.0,0.9253866672515869
654.0,0.9538421034812927
655.0,0.9475147128105164
656.0,0.9417338371276855
657.0,0.9447290897369385
658.0,0.9324443340301514
659.0,0.9210179448127747
660.0,0.9330935478210449
661.0,0.954227089881897
662.0,0.9522782564163208
663.0,0.939292311668396
664.0,0.9443313479423523
665.0,0.9369015693664551
666.0,0.9477885961532593
667.0,0.9238331317901611
668.0,0.9262233972549438
669.0,0.9135192036628723
670.0,0.94258713722229
671.0,0.9313653707504272
672.0,0.913582444190979
673.0,0.9247438311576843
674.0,0.9277907609939575
675.0,0.925675630569458
676.0,0.9212286472320557
700.0,0.9131428003311157
708.0,0.9219058752059937
710.0,0.9004201292991638
712.0,0.9000859260559082
713.0,0.920430064201355
714.0,0.9272382259368896
715.0,0.9370142817497253
716.0,0.9514119625091553
717.0,0.9396611452102661
718.0,0.9327998161315918
719.0,0.9268378019332886
720.0,0.9225577116012573
722.0,0.9198546409606934
723.0,0.9221729040145874
738.0,0.9213722944259644
739.0,0.9427286386489868
740.0,0.9030511975288391
741.0,0.9074363112449646
752.0,0.9073454141616821
753.0,0.9130208492279053
758.0,0.9114201664924622
759.0,0.9092354774475098
768.0,0.900295078754425
769.0,0.9073307514190674
788.0,0.9033664464950562
791.0,0.9075065851211548
792.0,0.9067200422286987
799.0,0.9019869565963745
800.0,0.9346516728401184
814.0,0.9024094343185425
815.0,0.9097145795822144
854.0,0.9256014823913574
855.0,0.9049222469329834
862.0,0.9006334543228149
872.0,0.9045271873474121
873.0,0.9201999306678772
874.0,0.9124921560287476
880.0,0.902773380279541
883.0,0.9324238300323486
884.0,0.9483197927474976
885.0,0.9256428480148315
886.0,0.918411374092102
887.0,0.9103075265884399
888.0,0.9364328384399414
889.0,0.9102053642272949
890.0,0.9085487127304077
891.0,0.9120962619781494
892.0,0.9194785952568054
893.0,0.9060854315757751
894.0,0.9268368482589722
895.0,0.9328215718269348
896.0,0.9549310803413391
897.0,0.969862699508667
898.0,0.9760066866874695
899.0,0.9733562469482422
900.0,0.9682892560958862
901.0,0.9589369297027588
902.0,0.938077449798584
903.0,0.9399614930152893
904.0,0.9615764617919922
905.0,0.9639413356781006
906.0,0.9518396258354187
907.0,0.9471321702003479
908.0,0.9399400353431702
909.0,0.9505805373191833
910.0,0.9620214700698853
911.0,0.9682613611221313
912.0,0.9668681621551514
913.0,0.9214914441108704
914.0,0.9493987560272217
915.0,0.9480979442596436
916.0,0.9515433311462402
917.0,0.9403254389762878
918.0,0.9590660333633423
919.0,0.9534241557121277
920.0,0.922206461429596
922.0,0.9289500117301941
923.0,0.9231176972389221
924.0,0.940820038318634
925.0,0.947542130947113
926.0,0.9404966831207275
927.0,0.937434196472168
928.0,0.933108925819397
929.0,0.9347013235092163
930.0,0.9409978985786438
931.0,0.9411903619766235
932.0,0.9330765008926392
933.0,0.9238123893737793
934.0,0.9380286931991577
935.0,0.9390100240707397
936.0,0.9342317581176758
937.0,0.9559954404830933
938.0,0.9410319328308105
939.0,0.9056053161621094
944.0,0.9132562279701233
945.0,0.902021050453186
947.0,0.9068992137908936
1070.0,0.9152852892875671
1071.0,0.9088702201843262
1079.0,0.9158016443252563
1080.0,0.9093996286392212
1088.0,0.9010324478149414
1089.0,0.9003727436065674
1090.0,0.9105427861213684
1160.0,0.9148906469345093
1161.0,0.9041019678115845
1180.0,0.9186182022094727
1181.0,0.9186305999755859
1182.0,0.9425220489501953
1183.0,0.9153162240982056
1184.0,0.9087936878204346
1185.0,0.9211668968200684
1186.0,0.942435622215271
1187.0,0.9266451597213745
